Open_the_screen_timeout_settings_on_your_phone,0,3,3,0
Open_the_accessbility_setting,0,1,1,0
Open_the_privacy_settings_on_the_phone,0,1,1,0
Remove_the_Google_account_kinnplh_from_the_phone,0,4,4,0
Remove_the_saved_network_'AndroidWifi'_from_the_device,0,5,5,0
Share_Wi-Fi_information_of_AndroidWifi_using_a_QR_code,0,4,4,0
Enable_emergency_location_service_on_the_phone,0,4,4,0
"Pair_a_Bluetooth_device_if_any,_no_need_to_wait",0,3,3,0
Open_display_settings_on_the_phone,0,1,1,0
Check_for_system_updates,0,3,3,0
check_android_version,0,1,1,0
Set_chrome_as_the_default_browser,0,6,6,0
Turn_mobile_data_on,0,2,2,0
Enable_snoozing_for_notifications_in_phone_settings.,0,6,6,0
